Getting declarations... 4201 found
(caching disabled)
Checking: Nat.pow... ok
Checking: instNatPowNat... ok
Checking: BitVec.ofFin... ok
Checking: UInt8.ofBitVec... ok
Checking: ByteArray.mk... ok
Checking: ByteArray.IsValidUTF8... ok
Checking: Char... ok
Checking: UInt32... ok
Checking: UInt32.ofBitVec... ok
Checking: Or... ok
Checking: Or.inl... ok
Checking: Or.inr... ok
Checking: And... ok
Checking: And.intro... ok
Checking: Nat.isValidChar... ok
Checking: Fin.val... ok
Checking: BitVec.toFin... ok
Checking: BitVec.toNat... ok
Checking: UInt32.toBitVec... ok
Checking: UInt32.toNat... ok
Checking: UInt32.isValidChar... ok
Checking: Char.mk... ok
Checking: List.toByteArray.match_1... ok
Checking: ByteArray.rec... ok
Checking: ByteArray.casesOn... ok
Checking: ByteArray.push.match_1... ok
Checking: List.concat.match_1... ok
Checking: List.concat... ok
Checking: Array.toList... ok
Checking: Array.push... ok
Checking: ByteArray.push... ok
Checking: List.toByteArray.loop... ok
Checking: Array.emptyWithCapacity... ok
Checking: Array.empty... ok
Checking: ByteArray.emptyWithCapacity... ok
Checking: ByteArray.empty... ok
Checking: List.toByteArray... ok
Checking: Char.val... ok
Checking: Decidable... ok
Checking: False... ok
Checking: Not... ok
Checking: Decidable.isFalse... ok
Checking: Decidable.isTrue... ok
Checking: Decidable.rec... ok
Checking: Decidable.casesOn... ok
Checking: ite... ok
Checking: LE... ok
Checking: LE.mk... ok
Checking: LE.le... ok
Checking: instLENat... ok
Checking: dite... ok
Checking: Nat.ble.match_1... ok
Checking: Nat.ble... ok
Checking: DecidableEq... ok
Checking: Bool.rec... ok
Checking: Bool.casesOn... ok
Checking: Bool.decEq.match_1... ok
Checking: rfl... ok
Checking: Bool.noConfusionType... ok
Checking: Bool.noConfusion... ok
Checking: Bool.decEq... ok
Checking: instDecidableEqBool... ok
Checking: False.rec... ok
Checking: False.elim... ok
Checking: Eq.casesOn... ok
Checking: HEq... ok
Checking: HEq.refl... ok
Checking: _private.Init.Prelude.0.Nat.le_of_ble_eq_true.match_1_1... ok
Checking: _private.Init.Prelude.0.Nat.zero_le.match_1_1... ok
Checking: Nat.zero_le... ok
Checking: Nat.le.below... ok
Checking: Nat.le.below.refl... ok
Checking: Nat.le.below.step... ok
Checking: Nat.le.rec... ok
Checking: Nat.le.brecOn... ok
Checking: Nat.le.below.rec... ok
Checking: Nat.le.below.casesOn... ok
Checking: Eq.symm... ok
Checking: cast... ok
Checking: HEq.rec... ok
Checking: eq_of_heq... ok
Checking: _private.Init.Prelude.0.Nat.succ_le_succ.match_1_4... ok
Checking: HAdd... ok
Checking: HAdd.mk... ok
Checking: HAdd.hAdd... ok
Checking: Add... ok
Checking: Add.mk... ok
Checking: Add.add... ok
Checking: instHAdd... ok
Checking: instAddNat... ok
Checking: Nat.succ_le_succ... ok
Checking: Nat.le_of_ble_eq_true... ok
Checking: absurd... ok
Checking: _private.Init.Prelude.0.Nat.ble_eq_true_of_le.match_1_4... ok
Checking: _private.Init.Prelude.0.Nat.ble_self_eq_true.match_1_1... ok
Checking: Nat.ble_self_eq_true... ok
Checking: _private.Init.Prelude.0.Nat.ble_succ_eq_true.match_1_1... ok
Checking: Nat.ble_succ_eq_true... ok
Checking: Nat.ble_eq_true_of_le... ok
Checking: Nat.not_le_of_not_ble_eq_true... ok
Checking: Nat.decLe... ok
Checking: HMod... ok
Checking: HMod.mk... ok
Checking: HMod.hMod... ok
Checking: Mod... ok
Checking: Mod.mk... ok
Checking: Mod.mod... ok
Checking: instHMod... ok
Checking: namedPattern... ok
Checking: Nat.mod.match_1... ok
Checking: Nat.decLt... ok
Checking: Nat.le.casesOn... ok
Checking: Nat.noConfusionType... ok
Checking: Nat.noConfusion... ok
Checking: Nat.div.go.match_1... ok
Checking: HSub... ok
Checking: HSub.mk... ok
Checking: HSub.hSub... ok
Checking: Sub... ok
Checking: Sub.mk... ok
Checking: Sub.sub... ok
Checking: instHSub... ok
Checking: Nat.pred... ok
Checking: Nat.sub... ok
Checking: instSubNat... ok
Checking: _private.Init.Prelude.0.Nat.le_trans.match_1_6... ok
Checking: Nat.le_trans... ok
Checking: Nat.lt_of_lt_of_le... ok
Checking: And.rec... ok
Checking: And.casesOn... ok
Checking: _private.Init.Prelude.0.Nat.div_rec_lemma.match_1_1... ok
Checking: _private.Init.Prelude.0.Nat.sub_lt.match_1_1... ok
Checking: _private.Init.Prelude.0.Nat.not_succ_le_self.match_1_1... ok
Checking: _private.Init.Prelude.0.Nat.not_succ_le_zero.match_1_5... ok
Checking: _private.Init.Prelude.0.Nat.not_succ_le_zero.match_1_1... ok
Checking: _private.Init.Prelude.0.Nat.not_succ_le_zero.match_1_3... ok
Checking: Nat.not_succ_le_zero... ok
Checking: _private.Init.Prelude.0.Nat.pred_le_pred.match_1_1... ok
Checking: Nat.le_succ... ok
Checking: Nat.pred_le_pred... ok
Checking: Nat.le_of_succ_le_succ... ok
Checking: Nat.not_succ_le_self... ok
Checking: Nat.lt_irrefl... ok
Checking: Nat.lt_succ_of_le... ok
Checking: Nat.le_refl... ok
Checking: _private.Init.Prelude.0.Nat.pred_le.match_1_1... ok
Checking: Nat.pred_le... ok
Checking: Nat.sub_le... ok
Checking: congrArg... ok
Checking: Nat.succ_sub_succ_eq_sub... ok
Checking: Nat.sub_lt... ok
Checking: Nat.div_rec_lemma... ok
Checking: Nat.le_of_lt_succ... ok
Checking: Nat.div_rec_fuel_lemma... ok
Checking: Nat.modCore.go... ok
Checking: Nat.lt_add_one... ok
Checking: Nat.lt_succ_self... ok
Checking: Nat.modCore... ok
Checking: Nat.mod... ok
Checking: Nat.instMod... ok
Checking: _private.Init.Prelude.0.Nat.mod_lt.match_1_3... ok
Checking: Nat.zero_lt_succ... ok
Checking: _private.Init.Prelude.0.Nat.mod_lt.match_1_1... ok
Checking: _private.Init.Prelude.0.Nat.modCore_lt.match_1_1... ok
Checking: Nat.not_lt_zero... ok
Checking: _private.Init.Prelude.0.Nat.modCoreGo_lt.match_1_1... ok
Checking: Or.rec... ok
Checking: Or.casesOn... ok
Checking: _private.Init.Prelude.0.Or.elim.match_1_1... ok
Checking: Or.elim... ok
Checking: id... ok
Checking: Or.resolve_right... ok
Checking: GE.ge... ok
Checking: _private.Init.Prelude.0.Nat.lt_or_ge.match_1_5... ok
Checking: _private.Init.Prelude.0.Nat.lt_or_ge.match_1_3... ok
Checking: Nat.le_succ_of_le... ok
Checking: _private.Init.Prelude.0.Nat.lt_or_ge.match_1_1... ok
Checking: Nat.eq_or_lt_of_le.match_3... ok
Checking: Nat.eq_or_lt_of_le.match_1... ok
Checking: Nat.eq_or_lt_of_le... ok
Checking: Nat.lt_or_ge... ok
Checking: Nat.lt_of_not_le... ok
Checking: Nat.modCoreGo_lt... ok
Checking: Nat.modCore_lt... ok
Checking: Nat.mod_lt... ok
Checking: Fin.Internal.ofNat... ok
Checking: _private.Init.Prelude.0.Nat.pow_pos.match_1_1... ok
Checking: HMul... ok
Checking: HMul.mk... ok
Checking: HMul.hMul... ok
Checking: Mul... ok
Checking: Mul.mk... ok
Checking: Mul.mul... ok
Checking: instHMul... ok
Checking: instMulNat... ok
Checking: _private.Init.Prelude.0.Nat.mul_pos.match_1_1... ok
Checking: _private.Init.Prelude.0.Nat.add_pos_right.match_1_1... ok
Checking: Nat.add_pos_right... ok
Checking: Nat.mul_pos... ok
Checking: Nat.pow_pos... ok
Checking: BitVec.ofNat._proof_1... ok
Checking: BitVec.ofNat... ok
Checking: UInt8.ofNat... ok
Checking: HDiv... ok
Checking: HDiv.mk... ok
Checking: HDiv.hDiv... ok
Checking: Div... ok
Checking: Div.mk... ok
Checking: Div.div... ok
Checking: instHDiv... ok
Checking: Nat.div.go... ok
Checking: Nat.div... ok
Checking: Nat.instDiv... ok
Checking: String.utf8EncodeChar... ok
Checking: List.utf8Encode... ok
Checking: ByteArray.IsValidUTF8.intro... ok
Checking: String.ofByteArray... ok
Checking: Lean.Name.str... ok
Checking: Lean.Name.num... ok
Checking: Lean.ParserDescr.const... ok
Checking: Lean.ParserDescr.unary... ok
Checking: Lean.ParserDescr.binary... ok
Checking: Lean.SyntaxNodeKind... ok
Checking: Lean.ParserDescr.node... ok
Checking: Lean.ParserDescr.trailingNode... ok
Checking: Lean.ParserDescr.symbol... ok
Checking: Lean.ParserDescr.nonReservedSymbol... ok
Checking: Lean.ParserDescr.cat... ok
Checking: Lean.ParserDescr.parser... ok
Checking: Lean.ParserDescr.nodeWithAntiquot... ok
Checking: optParam... ok
Checking: Lean.ParserDescr.sepBy... ok
Checking: Lean.ParserDescr.sepBy1... ok
Checking: Lean.ParserDescr.unicodeSymbol... ok
Checking: Lean.Name.mkStr1... ok
Checking: Lean.Name.mkStr4... ok
Checking: Lean.Parser.Tactic.simpErase... ok
Checking: Lean.Parser.Tactic.simpPre... ok
Checking: Lean.Parser.Tactic.simpPost... ok
Checking: Lean.Name.mkStr2... ok
Checking: Lean.Parser.Tactic.simpLemma... ok
Checking: Lean.Parser.Tactic.dsimpArg... ok
Checking: Lean.Grind.Config.ctorIdx... ok
Checking: BEq... ok
Checking: BEq.mk... ok
Checking: BEq.rec... ok
Checking: BEq.casesOn... ok
Checking: BEq.noConfusionType... ok
Checking: Lean.Parser.Attr.grindGen... ok
Checking: Lean.Parser.Attr.grindEqBoth... ok
Checking: Lean.Parser.Attr.grindEqRhs... ok
Checking: Lean.Parser.Attr.grindEq... ok
Checking: Lean.Parser.Attr.grindEqBwd... ok
Checking: Lean.Parser.Attr.grindBwd... ok
Checking: Lean.Parser.Attr.grindFwd... ok
Checking: Lean.Parser.Attr.grindRL... ok
Checking: Lean.Parser.Attr.grindLR... ok
Checking: Lean.Parser.Attr.grindUsr... ok
Checking: Lean.Parser.Attr.grindCasesEager... ok
Checking: Lean.Parser.Attr.grindCases... ok
Checking: Lean.Parser.Attr.grindIntro... ok
Checking: Lean.Parser.Attr.grindExt... ok
Checking: Lean.Parser.Attr.grindSym... ok
Checking: Lean.Parser.Attr.grindInj... ok
Checking: Lean.Parser.Attr.grindDef... ok
Checking: Lean.Parser.Attr.grindMod... ok
Checking: Lean.Parser.Attr.grind?... ok
Checking: Iff... ok
Checking: Iff.intro... ok
Checking: propext... ok
Checking: Eq.propIntro... ok
Checking: Fin.rec... ok
Checking: Fin.casesOn... ok
Checking: Fin.noConfusionType... ok
Checking: Fin.noConfusion... ok
Checking: Fin.mk.noConfusion... ok
Checking: Fin.mk.injEq... ok
Checking: Lean.Grind.NoopConfig... ok
Checking: Lean.Grind.NoopConfig.mk... ok
Checking: Lean.Grind.NoopConfig.rec... ok
Checking: Lean.Grind.NoopConfig.casesOn... ok
Checking: Lean.Grind.NoopConfig.noConfusionType... ok
Checking: Lean.Grind.NoopConfig.noConfusion... ok
Checking: Lean.Grind.NoopConfig.mk.noConfusion... ok
Checking: Lean.Grind.NoopConfig.mk.inj... ok
Checking: Max... ok
Checking: Max.mk... ok
Checking: MonadExceptOf... ok
Checking: MonadExceptOf.mk... ok
Checking: PSigma... ok
Checking: PSigma.mk... ok
Checking: PSigma.rec... ok
Checking: PSigma.casesOn... ok
Checking: PSigma.noConfusionType... ok
Checking: PSigma.noConfusion... ok
Checking: PSigma.mk.noConfusion... ok
Checking: HEq.casesOn... ok
Checking: PSigma.mk.injEq... ok
Checking: Lean.Name.mkStr5... ok
Checking: Lean.Parser.Tactic.posConfigItem... ok
Checking: Lean.Parser.Tactic.negConfigItem... ok
Checking: Lean.Parser.Tactic.valConfigItem... ok
Checking: Lean.Parser.Tactic.configItem... ok
Checking: Lean.Parser.Tactic.grindErase... ok
Checking: Lean.Parser.Tactic.grindLemma... ok
Checking: Lean.Parser.Tactic.grindLemmaMin... ok
Checking: Lean.Parser.Tactic.anchor... ok
Checking: Lean.Parser.Tactic.grindParam... ok
Checking: Lean.Parser.Tactic.Grind.finish... ok
Checking: Char.rec... ok
Checking: Char.recOn... ok
Checking: HasSubset... ok
Checking: HasSubset.mk... ok
Checking: HasSubset.Subset... ok
Checking: Superset... ok
Checking: DoResultPRBC... ok
Checking: DoResultPRBC.pure... ok
Checking: DoResultPRBC.return... ok
Checking: DoResultPRBC.break... ok
Checking: DoResultPRBC.continue... ok
Checking: DoResultPRBC.rec... ok
Checking: MonadEvalT... ok
Checking: MonadEvalT.mk... ok
Checking: MonadEvalT.rec... ok
Checking: MonadEvalT.casesOn... ok
Checking: MonadEvalT.noConfusionType... ok
Checking: Lean.Name.rec... ok
Checking: Lean.Name.casesOn... ok
Checking: Lean.Name.sizeOf.match_1... ok
Checking: Iff.mp... ok
Checking: HEq.rfl... ok
Checking: ForInStep... ok
Checking: ForInStep.done... ok
Checking: ForInStep.yield... ok
Checking: ForInStep.rec... ok
Checking: ForInStep.casesOn... ok
Checking: ForInStep.noConfusionType... ok
Checking: ForInStep.noConfusion... ok
Checking: ForInStep.done.noConfusion... ok
Checking: ForInStep.done.inj... ok
Checking: Neg... ok
Checking: Neg.mk... ok
Checking: Option... ok
Checking: Option.none... ok
Checking: Option.some... ok
Checking: Option.rec... ok
Checking: Option.casesOn... ok
Checking: Option.orElse.match_1... ok
Checking: Lean.Grind.Config.detailed... ok
Checking: DoResultSBC... ok
Checking: DoResultSBC.pureReturn... ok
Checking: DoResultSBC.break... ok
Checking: DoResultSBC.continue... ok
Checking: DoResultSBC.rec... ok
Checking: DoResultSBC.casesOn... ok
Checking: DoResultSBC.ctorIdx... ok
Checking: Nat.decEq.match_1... ok
Checking: Nat.beq.match_1... ok
Checking: Nat.beq... ok
Checking: _private.Init.Prelude.0.Nat.eq_of_beq_eq_true.match_1_1... ok
Checking: Nat.eq_of_beq_eq_true... ok
Checking: _private.Init.Prelude.0.Nat.ne_of_beq_eq_false.match_1_1... ok
Checking: Nat.ne_of_beq_eq_false... ok
Checking: Nat.decEq... ok
Checking: cond.match_1... ok
Checking: cond... ok
Checking: PULift... ok
Checking: PULift.up... ok
Checking: DoResultSBC.ctorElimType... ok
Checking: PULift.down... ok
Checking: DoResultSBC.ctorElim... ok
Checking: DoResultSBC.pureReturn.elim... ok
Checking: DoResultSBC.break.elim... ok
Checking: DoResultSBC.continue.elim... ok
Checking: DoResultSBC.noConfusionType... ok
Checking: DoResultSBC.noConfusion... ok
Checking: DoResultSBC.break.noConfusion... ok
Checking: DoResultSBC.break.inj... ok
Checking: Lean.Parser.Tactic.tacticHaveI__... ok
Checking: Option.SomeLtNone.lt.match_1... ok
Checking: Option.SomeLtNone.lt... ok
Checking: BitVec.rec... ok
Checking: OrOp... ok
Checking: OrOp.mk... ok
Checking: OrOp.rec... ok
Checking: OrOp.casesOn... ok
Checking: OrOp.noConfusionType... ok
Checking: OrOp.noConfusion... ok
Checking: MonadLift... ok
Checking: MonadLift.mk... ok
Checking: MonadLift.rec... ok
Checking: MonadLift.casesOn... ok
Checking: MonadLift.noConfusionType... ok
Checking: MonadLift.noConfusion... ok
Checking: Lean.Parser.Tactic.inductionAltLHS... ok
Checking: Substring.Raw... ok
Checking: String.Pos.Raw... ok
Checking: String.Pos.Raw.mk... ok
Checking: Substring.Raw.mk... ok
Checking: ByteArray.size.match_1... ok
Checking: List.length... ok
Checking: Array.size... ok
Checking: ByteArray.size... ok
Checking: String.bytes... ok
Checking: String.utf8ByteSize... ok
Checking: String.rawEndPos... ok
Checking: String.toRawSubstring... ok
Checking: String.toRawSubstring'... ok
Checking: Option.isSome.match_1... ok
Checking: Option.isNone... ok
Checking: Option.isNone_none... ok
Checking: Lean.SyntaxNodeKinds... ok
Checking: Lean.TSyntax... ok
Checking: Lean.Syntax... ok
Checking: Lean.Syntax.missing... ok
Checking: Lean.SourceInfo... ok
Checking: Lean.SourceInfo.original... ok
Checking: Lean.SourceInfo.synthetic... ok
Checking: Lean.SourceInfo.none... ok
Checking: Lean.Syntax.node... ok
Checking: Lean.Syntax.atom... ok
Checking: Lean.Syntax.Preresolved... ok
Checking: Lean.Syntax.Preresolved.namespace... ok
Checking: Lean.Syntax.Preresolved.decl... ok
Checking: Lean.Syntax.ident... ok
Checking: Lean.TSyntax.mk... ok
Checking: Lean.TSyntax.rec... ok
Checking: Lean.TSyntax.casesOn... ok
Checking: Lean.Grind.GrobnerConfig... ok
Checking: Lean.Grind.GrobnerConfig.mk... ok
Checking: Lean.Grind.GrobnerConfig.rec... ok
Checking: Lean.Grind.GrobnerConfig.recOn... ok
Checking: Lean.Syntax.TSepArray... ok
Checking: Lean.Syntax.TSepArray.mk... ok
Checking: Lean.Syntax.TSepArray.rec... ok
Checking: Lean.Syntax.TSepArray.recOn... ok
Checking: Lean.TrailingParserDescr... ok
Checking: Lean.Parser.Syntax.addPrec... ok
Checking: HasEquiv... ok
Checking: HasEquiv.mk... ok
Checking: Decidable.byCases.match_1... ok
Checking: instDecidableIte... ok
Checking: Inhabited... ok
Checking: Inhabited.mk... ok
Checking: Inhabited.default... ok
Checking: instInhabitedForall... ok
Checking: EStateM.Result... ok
Checking: EStateM.Result.ok... ok
Checking: EStateM.Result.error... ok
Checking: EStateM.Result.rec... ok
Checking: EStateM.Result.casesOn... ok
Checking: EStateM.Result.ctorIdx... ok
Checking: EStateM.Result.ctorElimType... ok
Checking: EStateM.Result.ctorElim... ok
Checking: EStateM.Result.ok.elim... ok
Checking: SMul... ok
Checking: SMul.mk... ok
Checking: SMul.rec... ok
Checking: SMul.casesOn... ok
Checking: SMul.noConfusionType... ok
Checking: SMul.noConfusion... ok
Checking: Lean.Syntax.SepArray... ok
Checking: Lean.Syntax.SepArray.mk... ok
Checking: Lean.Syntax.SepArray.rec... ok
Checking: Lean.Syntax.SepArray.casesOn... ok
Checking: Lean.Syntax.SepArray.noConfusionType... ok
Checking: Lean.Syntax.SepArray.noConfusion... ok
Checking: Lean.Syntax.SepArray.mk.noConfusion... ok
Checking: term_\/_... ok
Checking: HMul.rec... ok
Checking: HMul.casesOn... ok
Checking: HMul.noConfusionType... ok
Checking: Option.isSome... ok
Checking: _private.Init.Prelude.0.noConfusion_of_Nat.aux.match_1_1... ok
Checking: _private.Init.Prelude.0.noConfusion_of_Nat.aux... ok
Checking: noConfusion_of_Nat... ok
Checking: Bool.ctorIdx... ok
Checking: Option.get.match_1... ok
Checking: Sigma... ok
Checking: Sigma.mk... ok
Checking: Sigma.rec... ok
Checking: Sigma.casesOn... ok
Checking: Sigma.noConfusionType... ok
Checking: Sigma.noConfusion... ok
Checking: Sigma.mk.noConfusion... ok
Checking: Task.Priority... ok
Checking: Task.Priority.max... ok
Checking: Dvd... ok
Checking: Dvd.mk... ok
Checking: Dvd.rec... ok
Checking: Dvd.casesOn... ok
Checking: Dvd.noConfusionType... ok
Checking: EStateM... ok
Checking: EStateM.throw... ok
Checking: EStateM.Backtrackable.save... ok
Checking: EStateM.tryCatch.match_1... ok
Checking: EStateM.Backtrackable.restore... ok
Checking: EStateM.tryCatch... ok
Checking: EStateM.instMonadExceptOfOfBacktrackable... ok
Checking: HAndThen... ok
Checking: HAndThen.mk... ok
Checking: HAndThen.rec... ok
Checking: HAndThen.casesOn... ok
Checking: HAndThen.noConfusionType... ok
Checking: HAndThen.noConfusion... ok
Checking: Std.Identity... ok
Checking: Std.LeftIdentity... ok
Checking: Std.LeftIdentity.mk... ok
Checking: Std.Identity.mk... ok
Checking: Std.Identity.rec... ok
Checking: Std.Identity.casesOn... ok
Checking: ForInStep.yield.noConfusion... ok
Checking: Subsingleton.allEq... ok
Checking: not_false... ok
Checking: PNonScalar... ok
Checking: PNonScalar.mk... ok
Checking: instInhabitedNat... ok
Checking: instInhabitedPNonScalar.default... ok
Checking: default.sizeOf.match_1... ok
Checking: default.sizeOf... ok
Checking: Monad... ok
Checking: Applicative... ok
Checking: Functor... ok
Checking: Functor.mk... ok
Checking: Pure... ok
Checking: Pure.mk... ok
Checking: Seq... ok
Checking: Seq.mk... ok
Checking: SeqLeft... ok
Checking: SeqLeft.mk... ok
Checking: SeqRight... ok
Checking: SeqRight.mk... ok
Checking: Applicative.mk... ok
Checking: Monad.mk... ok
Checking: ReaderT... ok
Checking: Functor.map... ok
Checking: Applicative.toFunctor... ok
Checking: Monad.toApplicative... ok
Checking: Functor.mapConst... ok
Checking: ReaderT.instFunctorOfMonad... ok
Checking: Pure.pure... ok
Checking: Applicative.toPure... ok
Checking: ReaderT.pure... ok
Checking: Seq.seq... ok
Checking: Applicative.toSeq... ok
Checking: SeqLeft.seqLeft... ok
Checking: Applicative.toSeqLeft... ok
Checking: SeqRight.seqRight... ok
Checking: Applicative.toSeqRight... ok
Checking: ReaderT.instApplicativeOfMonad... ok
Checking: SizeOf... ok
Checking: SizeOf.mk... ok
Checking: SizeOf.sizeOf... ok
Checking: Lean.SourceInfo.rec... ok
Checking: Substring.Raw.rec... ok
Checking: String.rec... ok
Checking: Array.rec... ok
Checking: List._sizeOf_1... ok
Checking: List._sizeOf_inst... ok
Checking: Array._sizeOf_1... ok
Checking: Array._sizeOf_inst... ok
Checking: UInt8.rec... ok
Checking: instSizeOfNat... ok
Checking: instSizeOfDefault... ok
Checking: Fin._sizeOf_1... ok
Checking: Fin._sizeOf_inst... ok
Checking: BitVec._sizeOf_1... ok
Checking: BitVec._sizeOf_inst... ok
Checking: UInt8._sizeOf_1... ok
Checking: UInt8._sizeOf_inst... ok
Checking: ByteArray._sizeOf_1... ok
Checking: ByteArray._sizeOf_inst... ok
Checking: String._sizeOf_1... ok
Checking: String._sizeOf_inst... ok
Checking: String.Pos.Raw.rec... ok
Checking: String.Pos.Raw._sizeOf_1... ok
Checking: String.Pos.Raw._sizeOf_inst... ok
Checking: Substring.Raw._sizeOf_1... ok
Checking: Substring.Raw._sizeOf_inst... ok
Checking: Bool._sizeOf_1... ok
Checking: Bool._sizeOf_inst... ok
Checking: Lean.SourceInfo._sizeOf_1... ok
Checking: Lean.SourceInfo._sizeOf_inst... ok
Checking: Lean.SourceInfo.none.sizeOf_spec... ok
Checking: Lean.Grind.ConfigInteractive... ok
Checking: Lean.Grind.ConfigInteractive.mk... ok
Checking: Lean.Grind.ConfigInteractive.rec... ok
Checking: Lean.Grind.ConfigInteractive.casesOn... ok
Checking: Lean.Grind.ConfigInteractive.noConfusionType... ok
Checking: Lean.Grind.ConfigInteractive.noConfusion... ok
Checking: Lean.Grind.ConfigInteractive.mk.noConfusion... ok
Checking: Lean.Parser.Tactic.withReducibleAndInstances... ok
Checking: Except... ok
Checking: Except.error... ok
Checking: Except.ok... ok
Checking: Except.rec... ok
Checking: Except.recOn... ok
Checking: MonadStateOf... ok
Checking: Prod... ok
Checking: Prod.mk... ok
Checking: MonadStateOf.mk... ok
Checking: MonadStateOf.rec... ok
Checking: MonadStateOf.recOn... ok
Checking: Option.sequence.match_1... ok
Checking: Option.sequence... ok
Checking: Option.sequence_none... FAIL
Checking: Std.Antisymm... ok
Checking: Std.Antisymm.mk... ok
Checking: Sum... ok
Checking: Sum.inl... ok
Checking: Sum.inr... ok
Checking: Sum.rec... ok
Checking: Sum.casesOn... ok
Checking: Sum.noConfusionType... ok
Checking: Sum.noConfusion... ok
Checking: Sum.inl.noConfusion... ok
Checking: Sum.inl.inj... ok
Checking: Lean.MonadRef... ok
Checking: Lean.MonadRef.mk... ok
Checking: Lean.MacroScope... ok
Checking: Lean.MonadQuotation... ok
Checking: Lean.MonadQuotation.mk... ok
Checking: Lean.MonadQuotation.rec... ok
Checking: Lean.MonadQuotation.casesOn... ok
Checking: Lean.MonadQuotation.noConfusionType... ok
Checking: Lean.MonadQuotation.noConfusion... ok
Checking: Lean.MonadQuotation.mk.noConfusion... ok
Checking: Option.min.match_1... ok
Checking: Max.max... ok
Checking: Option.max... ok
Checking: Option.instMax... ok
Checking: AndOp... ok
Checking: AndOp.mk... ok
Checking: HAnd... ok
Checking: HAnd.mk... ok
Checking: AndOp.and... ok
Checking: instHAndOfAndOp... ok
Checking: USize... ok
Checking: Subtype... ok
Checking: Subtype.mk... ok
Checking: Subtype.val... ok
Checking: _private.Init.Prelude.0.System.Platform.getNumBits._proof_1... ok
Checking: System.Platform.getNumBits... ok
Checking: System.Platform.numBits... ok
Checking: USize.ofBitVec... ok
Checking: USize.rec... ok
Checking: USize.casesOn... ok
Checking: USize.noConfusionType... ok
Checking: EmptyCollection... ok
